date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200609,SD,5523,53636,,90,487,,,,,4483,B,6/8/2020 18:00,2020-06-08T18:00:00Z,06/08 14:00,68,487,2020-06-08T18:00:00Z,,,,5523,46,52,1288,59159,59159,1340,59159,3,5,33aacd2cd103eb81920252ef032418ce346c3909,0,0,0,0,0,
20200608,SD,5471,52348,,92,482,,,,,4403,B,6/7/2020 18:00,2020-06-07T18:00:00Z,06/07 14:00,65,482,2020-06-07T18:00:00Z,,,,5471,46,33,726,57819,57819,759,57819,0,4,376fdc2647af747981dfab899f4d47f0a4bd407d,0,0,0,0,0,
20200607,SD,5438,51622,,87,478,,,,,4335,B,6/6/2020 18:00,2020-06-06T18:00:00Z,06/06 14:00,65,478,2020-06-06T18:00:00Z,,,,5438,46,71,1531,57060,57060,1602,57060,0,4,35c140cb70a8036bb347ae0677df6ac62ad3d595,0,0,0,0,0,
20200606,SD,5367,50091,,93,474,,,,,4273,B,6/6/2020 12:04,2020-06-06T12:04:00Z,06/06 08:04,65,474,2020-06-06T12:04:00Z,,,,5367,46,90,2005,55458,55458,2095,55458,0,7,12b01ffd68bf017a1deaa2fe670e0ba0c2e2631b,0,0,0,0,0,
20200605,SD,5277,48086,,83,467,,,,,4179,B,6/4/2020 18:00,2020-06-04T18:00:00Z,06/04 14:00,65,467,2020-06-04T18:00:00Z,,,,5277,46,30,711,53363,53363,741,53363,1,3,adb1540425c051cf2cffcd7f070845568fc70ebf,0,0,0,0,0,
20200604,SD,5247,47375,,86,464,,,,,4163,B,6/3/2020 18:00,2020-06-03T18:00:00Z,06/03 14:00,64,464,2020-06-03T18:00:00Z,,,,5247,46,85,3875,52622,52622,3960,52622,2,8,2f19b97eee0f2143990ee4fc70ad0dad13c6767c,0,0,0,0,0,
20200603,SD,5162,43500,,87,456,,,,,4084,B,6/2/2020 18:00,2020-06-02T18:00:00Z,06/02 14:00,62,456,2020-06-02T18:00:00Z,,,,5162,46,95,1721,48662,48662,1816,48662,0,13,94afd8cb171d03e765e2488dbf75e0a20917d6ef,0,0,0,0,0,
20200602,SD,5067,41779,,89,443,,,,,3990,B,6/1/2020 18:00,2020-06-01T18:00:00Z,06/01 14:00,62,443,2020-06-01T18:00:00Z,,,,5067,46,33,1152,46846,46846,1185,46846,0,8,a2494d063842710d709a3351269e39bbcecdda60,0,0,0,0,0,
20200601,SD,5034,40627,,87,435,,,,,3903,B,6/1/2020 11:30,2020-06-01T11:30:00Z,06/01 07:30,62,435,2020-06-01T11:30:00Z,,,,5034,46,41,1492,45661,45661,1533,45661,0,3,4e60ef452f41b0a6aa279e6a2abbc760b4a810da,0,0,0,0,0,
20200531,SD,4993,39135,,86,432,,,,,3837,B,5/30/2020 18:00,2020-05-30T18:00:00Z,05/30 14:00,62,432,2020-05-30T18:00:00Z,,,,4993,46,33,1157,44128,44128,1190,44128,0,5,34bff444f69e6c38f4bd933c252b74af2dde30e1,0,0,0,0,0,
20200530,SD,4960,37978,,93,427,,,,,3805,B,5/29/2020 18:00,2020-05-29T18:00:00Z,05/29 14:00,62,427,2020-05-29T18:00:00Z,,,,4960,46,94,2162,42938,42938,2256,42938,3,9,e4c0f4daa223cd7da6615981a88e6cb7f941876a,0,0,0,0,0,
20200529,SD,4866,35816,,95,418,,,,,3744,B,5/28/2020 18:00,2020-05-28T18:00:00Z,05/28 14:00,59,418,2020-05-28T18:00:00Z,,,,4866,46,73,1583,40682,40682,1656,40682,5,12,2157d353f68f4b9e2ce7dbcf7016a822db731790,0,0,0,0,0,
20200528,SD,4793,34233,,105,406,,,,,3698,B,5/27/2020 18:00,2020-05-27T18:00:00Z,05/27 14:00,54,406,2020-05-27T18:00:00Z,,,,4793,46,83,937,39026,39026,1020,39026,0,15,5d24b8a4d7d8d47534bae58f60c6ac5abc32775a,0,0,0,0,0,
20200527,SD,4710,33296,,101,391,,,,,3619,B,5/26/2020 18:00,2020-05-26T18:00:00Z,05/26 14:00,54,391,2020-05-26T18:00:00Z,,,,4710,46,57,911,38006,38006,968,38006,4,13,5d753815f5e6de34c0714f1892c6bf744c81ad3a,0,0,0,0,0,
20200526,SD,4653,32385,,106,378,,,,,3528,C,5/25/2020 18:00,2020-05-25T18:00:00Z,05/25 14:00,50,378,2020-05-25T18:00:00Z,,,,4653,46,67,1688,37038,37038,1755,37038,0,8,3fd5a14e75936d305cec91d7a44f713ebf6e3eac,0,0,0,0,0,
20200525,SD,4586,30697,,99,370,,,,,3415,C,5/24/2020 18:00,2020-05-24T18:00:00Z,05/24 14:00,50,370,2020-05-24T18:00:00Z,,,,4586,46,23,355,35283,35283,378,35283,0,6,320fd171147142248bdddf67078d8425344366ca,0,0,0,0,0,
20200524,SD,4563,30342,,85,364,,,,,3371,C,5/23/2020 18:00,2020-05-23T18:00:00Z,05/23 14:00,50,364,2020-05-23T18:00:00Z,,,,4563,46,95,1282,34905,34905,1377,34905,0,6,f6f2370f42727f24a88c5274cf818e0cbdab284d,0,0,0,0,0,
20200523,SD,4468,29060,,90,358,,,,,3336,C,5/22/2020 18:00,2020-05-22T18:00:00Z,05/22 14:00,50,358,2020-05-22T18:00:00Z,,,,4468,46,112,1072,33528,33528,1184,33528,0,7,f3a80c772c5bcd158bade8dc9a828126a7043bd2,0,0,0,0,0,
20200522,SD,4356,27988,,83,351,,,,,3267,C,5/21/2020 18:00,2020-05-21T18:00:00Z,05/21 14:00,50,351,2020-05-21T18:00:00Z,,,,4356,46,106,937,32344,32344,1043,32344,2,9,2a9eb18b50394988abb66cf2bcbb519d67179479,0,0,0,0,0,
20200521,SD,4250,27051,,91,342,,,,,3145,C,5/21/2020 11:23,2020-05-21T11:23:00Z,05/21 07:23,48,342,2020-05-21T11:23:00Z,,,,4250,46,73,839,31301,31301,912,31301,2,9,15cfb0deecb54925ff88ea37cab93f6b6504d7b3,0,0,0,0,0,
20200520,SD,4177,26212,,81,333,,,,,3023,C,5/19/2020 18:00,2020-05-19T18:00:00Z,05/19 14:00,46,333,2020-05-19T18:00:00Z,,,,4177,46,92,588,30389,30389,680,30389,0,6,ab28b275f6eef41814e1086d1f096f93f766f312,0,0,0,0,0,
20200519,SD,4085,25624,,75,327,,,,,2914,B,5/18/2020 18:00,2020-05-18T18:00:00Z,05/18 14:00,46,327,2020-05-18T18:00:00Z,,,,4085,46,58,606,29709,29709,664,29709,2,11,c265dec0a9d8d895b3b17d5f289daf2c313ec7ae,0,0,0,0,0,
20200518,SD,4027,25018,,77,316,,,,,2784,B,5/18/2020 11:30,2020-05-18T11:30:00Z,05/18 07:30,44,316,2020-05-18T11:30:00Z,,,,4027,46,40,446,29045,29045,486,29045,0,4,8cf0f681e76812eeaff3814048a915b436e76308,0,0,0,0,0,
20200517,SD,3987,24572,,77,312,,,,,2724,B,5/16/2020 18:00,2020-05-16T18:00:00Z,05/16 14:00,44,312,2020-05-16T18:00:00Z,28559,,,3987,46,28,355,28559,28559,383,28559,0,8,d6098f0b9a615234c79d8db00aaf6f453349dbef,0,0,0,0,0,
20200516,SD,3959,24217,,75,304,,,,,2673,B,5/15/2020 18:00,2020-05-15T18:00:00Z,05/15 14:00,44,304,2020-05-15T18:00:00Z,,,,3959,46,72,690,28176,28176,762,28176,0,8,72dc2e2ff180753654e35fd87362dbf36e045b54,0,0,0,0,0,
20200515,SD,3887,23527,,80,296,,,,,2574,B,5/14/2020 18:00,2020-05-14T18:00:00Z,05/14 14:00,44,296,2020-05-14T18:00:00Z,,,,3887,46,95,846,27414,27414,941,27414,1,6,bc4d2bb944c53b03c4cd41a45a4fc6b18c7e2a6f,0,0,0,0,0,
20200514,SD,3792,22681,,85,290,,,,,2437,B,5/13/2020 18:00,2020-05-13T18:00:00Z,05/13 14:00,43,290,2020-05-13T18:00:00Z,,,,3792,46,60,569,26473,26473,629,26473,4,9,07a008f44bde4a07682c2fd7ddf7806bc11d92da,0,0,0,0,0,
20200513,SD,3732,22112,,79,281,,,,,2367,B,5/13/2020 11:30,2020-05-13T11:30:00Z,05/13 07:30,39,281,2020-05-13T11:30:00Z,,,,3732,46,69,578,25844,25844,647,25844,0,10,3abf3657f227951e183b687e0e1b4e5d17c17da7,0,0,0,0,0,
20200512,SD,3663,21534,,74,271,,,,,2309,B,5/12/2020 11:30,2020-05-12T11:30:00Z,05/12 07:30,39,271,2020-05-12T11:30:00Z,,,,3663,46,49,570,25197,25197,619,25197,5,8,48962359059b41ce0d28e88a8256779237f336a4,0,0,0,0,0,
20200511,SD,3614,20964,,78,263,,,,,2187,C,5/10/2020 18:00,2020-05-10T18:00:00Z,05/10 14:00,34,263,2020-05-10T18:00:00Z,,,,3614,46,97,587,24578,24578,684,24578,0,2,120920d5f885350a26bb495e17851b87d94404c3,0,0,0,0,0,
20200510,SD,3517,20377,,77,261,,,,,2147,C,5/9/2020 18:00,2020-05-09T18:00:00Z,05/09 14:00,34,261,2020-05-09T18:00:00Z,,,,3517,46,124,818,23894,23894,942,23894,0,8,caaa42bcbf53e9f35891cca1e55e61eac7265714,0,0,0,0,0,
20200509,SD,3393,19559,,79,253,,,,,2125,C,5/8/2020 18:00,2020-05-08T18:00:00Z,05/08 14:00,34,253,2020-05-08T18:00:00Z,,,,3393,46,249,1410,22952,22952,1659,22952,3,6,6cb0cbc23da3342bffdf4ede44ac31464a4390bd,0,0,0,0,0,
20200508,SD,3144,18149,,76,247,,,,,2069,C,5/7/2020 18:00,2020-05-07T18:00:00Z,05/07 14:00,31,247,2020-05-07T18:00:00Z,,,,3144,46,239,940,21293,21293,1179,21293,0,11,c4fe6dc1eb11035918416be34386fd175eaf42bd,0,0,0,0,0,
20200507,SD,2905,17209,,70,236,,,,,2028,C,5/6/2020 18:00,2020-05-06T18:00:00Z,05/06 14:00,31,236,2020-05-06T18:00:00Z,,,,2905,46,126,572,20114,20114,698,20114,2,6,d81f8aab3b441a4aad318a10ddc2bba4cc06b0aa,0,0,0,0,0,
20200506,SD,2779,16637,,72,230,,,,,1977,C,5/5/2020 18:00,2020-05-05T18:00:00Z,05/05 14:00,29,230,2020-05-05T18:00:00Z,,,,2779,46,58,336,19416,19416,394,19416,5,10,41d9559d2ce5b44a63bb2990c7b1acabaa011f4d,0,0,0,0,0,
20200505,SD,2721,16301,,75,220,,,,,1895,C,5/4/2020 18:00,2020-05-04T18:00:00Z,05/04 14:00,24,220,2020-05-04T18:00:00Z,,,,2721,46,53,256,19022,19022,309,19022,3,9,3d6aa2f375948fd2bb51e7be0a00b9a666e1f9db,0,0,0,0,0,
20200504,SD,2668,16045,,69,211,,,,,1830,C,5/3/2020 18:00,2020-05-03T18:00:00Z,05/03 14:00,21,211,2020-05-03T18:00:00Z,,,,2668,46,37,259,18713,18713,296,18713,0,14,a4d4b11004804e096022a9772769157029309fcc,0,0,0,0,0,
20200503,SD,2631,15786,,71,197,,,,,1799,C,5/2/2020 18:00,2020-05-02T18:00:00Z,05/02 14:00,21,197,2020-05-02T18:00:00Z,,,,2631,46,43,283,18417,18417,326,18417,0,10,e55e9c87061f416c273439ee5b61511da8e45f0f,0,0,0,0,0,
20200502,SD,2588,15503,,71,187,,,,,1759,C,5/1/2020 18:00,2020-05-01T18:00:00Z,05/01 14:00,21,187,2020-05-01T18:00:00Z,,,,2588,46,63,665,18091,18091,728,18091,0,8,88082af60220b510208680d31a696e881f9c73ef,0,0,0,0,0,
20200501,SD,2525,14838,,69,179,,,,,1686,C,5/1/2020 11:28,2020-05-01T11:28:00Z,05/01 07:28,21,179,2020-05-01T11:28:00Z,,,,2525,46,76,259,17363,17363,335,17363,4,6,3750e30077721102bdfdc839ab7832073b90e5ac,0,0,0,0,0,
20200430,SD,2449,14579,,76,173,,,,,1573,C,4/30/2020 11:31,2020-04-30T11:31:00Z,04/30 07:31,17,173,2020-04-30T11:31:00Z,,,,2449,46,76,119,17028,17028,195,17028,4,8,5d05ed5d6b990535a0b90c6593e39e66399e751e,0,0,0,0,0,
20200429,SD,2373,14460,,69,165,,,,,1492,C,4/28/2020 18:00,2020-04-28T18:00:00Z,04/28 14:00,13,165,2020-04-28T18:00:00Z,,,,2373,46,60,161,16833,16833,221,16833,2,8,492cb90e64e3263758a5357027c94b5341a90c4c,0,0,0,0,0,
20200428,SD,2313,14299,,69,157,,,,,1392,C,4/27/2020 18:00,2020-04-27T18:00:00Z,04/27 14:00,11,157,2020-04-27T18:00:00Z,,,,,46,68,169,16612,16612,237,16612,0,7,a97f0133a1f12648ca78e565071ca2a4aa38618f,0,0,0,0,0,
20200427,SD,2245,14130,,61,150,,,,,1316,C,4/26/2020 18:00,2020-04-26T18:00:00Z,04/26 14:00,11,150,2020-04-26T18:00:00Z,,,,,46,33,68,16375,16375,101,16375,0,15,976bc0bc4a0cd7574ce45c443910b6f9d33073dd,0,0,0,0,0,
20200426,SD,2212,14062,,64,135,,,,,1257,C,4/25/2020 18:00,2020-04-25T18:00:00Z,04/25 14:00,11,135,2020-04-25T18:00:00Z,,,,,46,65,613,16274,16274,678,16274,1,7,14805553608f5c9409999724dd6857f38b7c95d9,0,0,0,0,0,
20200425,SD,2147,13449,,61,128,,,,,1223,C,4/24/2020 18:00,2020-04-24T18:00:00Z,04/24 14:00,10,128,2020-04-24T18:00:00Z,,,,,46,107,665,15596,15596,772,15596,0,4,cce3e41bcf56ce15868f2e3d683d217c6841f272,0,0,0,0,0,
20200424,SD,2040,12784,,61,124,,,,,1190,A,4/23/2020 18:00,2020-04-23T18:00:00Z,04/23 14:00,10,124,2020-04-23T18:00:00Z,,,,,46,84,675,14824,14824,759,14824,1,5,fcba5d89eb2d2e5d66b39936e442303dd6dd2dfc,0,0,0,0,0,
20200423,SD,1956,12109,,58,119,,,,,1064,A,4/22/2020 18:00,2020-04-22T18:00:00Z,04/22 14:00,9,119,2020-04-22T18:00:00Z,,,,,46,98,521,14065,14065,619,14065,1,8,921316e73ecc350f85e3dec5513aedafbfd26ad2,0,0,0,0,0,
20200422,SD,1858,11588,,62,111,,,,,937,A,4/22/2020 11:40,2020-04-22T11:40:00Z,04/22 07:40,8,111,2020-04-22T11:40:00Z,,,,,46,103,528,13446,13446,631,13446,0,11,64e58d02283ae48f68ae9d5a873e4e47949af002,0,0,0,0,0,
20200421,SD,1755,11060,,65,100,,,,,824,A,4/20/2020 18:00,2020-04-20T18:00:00Z,04/20 14:00,8,100,2020-04-20T18:00:00Z,,,,,46,70,419,12815,12815,489,12815,1,13,59c6fbbeaabe95ed3d9de05017f8af6ae3e9d4be,0,0,0,0,0,
20200420,SD,1685,10641,0,,87,,,,,709,A,4/19/2020 18:00,2020-04-19T18:00:00Z,04/19 14:00,7,87,2020-04-19T18:00:00Z,,,,,46,50,214,12326,12326,264,12326,0,13,76ac56f0362c0c9c37461e7d5f92f06bbbfd6d13,0,0,0,0,0,
20200419,SD,1635,10427,0,,74,,,,,646,A,4/19/2020 12:30,2020-04-19T12:30:00Z,04/19 08:30,7,74,2020-04-19T12:30:00Z,,,,,46,93,309,12062,12062,402,12062,0,6,2b610b082197b0c3e669d610d1d48ce8c53b931a,0,0,0,0,0,
20200418,SD,1542,10118,1,,68,,,,,552,A,4/17/2020 18:00,2020-04-17T18:00:00Z,04/17 14:00,7,68,2020-04-17T18:00:00Z,,,,,46,131,467,11661,11660,598,11660,0,5,e6dd5403b7dfcab302b84f3f2db8e73d30b6806c,0,0,0,0,0,
20200417,SD,1411,9651,0,,63,,,,,457,A,4/16/2020 18:00,2020-04-16T18:00:00Z,04/16 14:00,7,63,2020-04-16T18:00:00Z,,,,,46,100,412,11062,11062,512,11062,0,8,fb8aaabc3d6f3a1dbaf445e6926157835854b9ef,0,0,0,0,0,
20200416,SD,1311,9239,2,,55,,,,,373,A,4/15/2020 18:00,2020-04-15T18:00:00Z,04/15 14:00,7,55,2020-04-15T18:00:00Z,,,,,46,143,548,10552,10550,691,10550,1,4,76e777ec6b9440c904e0eea40410c4dad16448d3,0,0,0,0,0,
20200415,SD,1168,8691,0,,51,,,,,329,A,4/15/2020 12:30,2020-04-15T12:30:00Z,04/15 08:30,6,51,2020-04-15T12:30:00Z,,,,,46,180,383,9859,9859,563,9859,0,6,704af3e841a1fe19151e7dcf86b653f81e301f81,0,0,0,0,0,
20200414,SD,988,8308,0,,45,,,,,261,A,4/13/2020 18:00,2020-04-13T18:00:00Z,04/13 14:00,6,45,2020-04-13T18:00:00Z,,,,,46,120,174,9296,9296,294,9296,0,1,e53fa51ba3e6fbcf3903c0fe090a0a21aa0e0d5e,0,0,0,0,0,
20200413,SD,868,8134,0,,44,,,,,207,A,4/12/2020 18:00,2020-04-12T18:00:00Z,04/12 14:00,6,44,2020-04-12T18:00:00Z,,,,,46,138,311,9002,9002,449,9002,0,1,f988f44376ee7d72b9d6f434dad39b1ad8bbe013,0,0,0,0,0,
20200412,SD,730,7823,0,,43,,,,,197,A,4/11/2020 18:00,2020-04-11T18:00:00Z,04/11 14:00,6,43,2020-04-11T18:00:00Z,,,,,46,104,445,8553,8553,549,8553,0,10,315e5ce6a41fbb28548ddb4a7e4abedffe633f99,0,0,0,0,0,
20200411,SD,626,7378,2,,33,,,,,189,A,4/10/2020 18:00,2020-04-10T18:00:00Z,04/10 14:00,6,33,2020-04-10T18:00:00Z,,,,,46,90,267,8006,8004,357,8004,0,4,736e0a7fe811db20bcfdecd32cfe5eac8fc473ea,0,0,0,0,0,
20200410,SD,536,7111,,,29,,,,,177,A,4/9/2020 18:00,2020-04-09T18:00:00Z,04/09 14:00,6,29,2020-04-09T18:00:00Z,,,,,46,89,411,7647,7647,500,7647,0,2,559f6b3c558918fa6cf4af99d7176544a7d04c3e,0,0,0,0,0,
20200409,SD,447,6700,,,27,,,,,161,A,4/8/2020 18:00,2020-04-08T18:00:00Z,04/08 14:00,6,27,2020-04-08T18:00:00Z,,,,,46,54,345,7147,7147,399,7147,0,1,303d436d66323a08dbb0914039d9d94ad4c31d0a,0,0,0,0,0,
20200408,SD,393,6355,0,,26,,,,,146,A,4/8/2020 12:30,2020-04-08T12:30:00Z,04/08 08:30,6,26,2020-04-08T12:30:00Z,,,,,46,73,407,6748,6748,480,6748,0,3,27f579a223c0fe2cda3fd419597c6e656df852dd,0,0,0,0,0,
20200407,SD,320,5948,2,,23,,,,,98,A,4/6/2020 18:00,2020-04-06T18:00:00Z,04/06 14:00,6,23,2020-04-06T18:00:00Z,,,,,46,32,216,6270,6268,248,6268,2,0,340e31f2fb12c79266e9546bc4655f895a58ca91,0,0,0,0,0,
20200406,SD,288,5732,0,,23,,,,,91,A,4/6/2020 12:30,2020-04-06T12:30:00Z,04/06 08:30,4,23,2020-04-06T12:30:00Z,,,,,46,48,379,6020,6020,427,6020,2,1,484c31effdc2e4719bb56d153d99b2f5f6da4549,0,0,0,0,0,
20200405,SD,240,5353,,,22,,,,,84,A,4/4/2020 18:00,2020-04-04T18:00:00Z,04/04 14:00,2,22,2020-04-04T18:00:00Z,,,,,46,28,341,5593,5593,369,5593,0,3,aef4c63293d7207968af806aba74700c28db2262,0,0,0,0,0,
20200404,SD,212,5012,1,,19,,,,,76,A,4/3/2020 18:00,2020-04-03T18:00:00Z,04/03 14:00,2,19,2020-04-03T18:00:00Z,,,,,46,25,419,5225,5224,444,5224,0,2,d66911d066719720d5f130055154d8181b8e96a9,0,0,0,0,0,
20200403,SD,187,4593,3,,17,,,,,69,A,4/3/2020 13:21,2020-04-03T13:21:00Z,04/03 09:21,2,17,2020-04-03T13:21:00Z,,,,,46,22,376,4783,4780,398,4780,0,0,a3c74f83c72514f6b29d2a1634700e0bfd1031c1,0,0,0,0,0,
20200402,SD,165,4217,0,,17,,,,,57,A,4/1/2020 18:00,2020-04-01T18:00:00Z,04/01 14:00,2,17,2020-04-01T18:00:00Z,,,,,46,36,314,4382,4382,350,4382,0,5,0a6b2dab50ede54ca74bd0d00deff6807f920bd7,0,0,0,0,0,
20200401,SD,129,3903,0,,12,,,,,51,A,4/1/2020 12:30,2020-04-01T12:30:00Z,04/01 08:30,2,12,2020-04-01T12:30:00Z,,,,,46,21,294,4032,4032,315,4032,1,0,1fa5451767bd75c9b60407d84afb59fed677a5a5,0,0,0,0,0,
20200331,SD,108,3609,0,,12,,,,,44,A,3/31/2020 12:30,2020-03-31T12:30:00Z,03/31 08:30,1,12,2020-03-31T12:30:00Z,,,,,46,7,131,3717,3717,138,3717,0,12,7c8c3f65de3777e494f1a88dd16f121d0a9abfc4,0,0,0,0,0,
20200330,SD,101,3478,0,,,,,,,34,A,3/30/2020 12:30,2020-03-30T12:30:00Z,03/30 08:30,1,,2020-03-30T12:30:00Z,,,,,46,11,351,3579,3579,362,3579,0,0,c0ad6f63b35b76d76353483fa4b07898f9311c87,0,0,0,0,0,
20200329,SD,90,3127,1,,,,,,,29,A,3/29/2020 12:30,2020-03-29T12:30:00Z,03/29 08:30,1,,2020-03-29T12:30:00Z,,,,,46,22,535,3218,3217,557,3217,0,0,a39c8a623deef4ff456a2eb04a846b78b04a957f,0,0,0,0,0,
20200328,SD,68,2592,0,,,,,,,26,A,3/28/2020 12:30,2020-03-28T12:30:00Z,03/28 08:30,1,,2020-03-28T12:30:00Z,,,,,46,10,205,2660,2660,215,2660,0,0,8e6bf2fd17a0a6b714e1b645434d00f5d4b0317f,0,0,0,0,0,
20200327,SD,58,2387,20,,,,,,,21,A,3/27/2020 12:30,2020-03-27T12:30:00Z,03/27 08:30,1,,2020-03-27T12:30:00Z,,,,,46,12,414,2465,2445,426,2445,0,0,497ac9b41ba6b9d80f922d6b3d5da3ad2ef02ad4,0,0,0,0,0,
20200326,SD,46,1973,125,,,,,,,16,A,3/25/2020 13:00,2020-03-25T13:00:00Z,03/25 09:00,1,,2020-03-25T13:00:00Z,,,,,46,5,1154,2144,2019,1159,2019,0,0,287e0084b3117a313299c825512e44c07fc3ecff,0,0,0,0,0,
20200325,SD,41,819,268,,,,,,,,A,3/25/2020 13:00,2020-03-25T13:00:00Z,03/25 09:00,1,,2020-03-25T13:00:00Z,,,,,46,11,29,1128,860,40,860,0,0,987926687c97649d2341e5474243d1177e48a622,0,0,0,0,0,
20200324,SD,30,790,268,,,,,,,,A,3/24/2020 12:30,2020-03-24T12:30:00Z,03/24 08:30,1,,2020-03-24T12:30:00Z,,,,,46,2,28,1088,820,30,820,0,0,ec6554a68a7e94ad350a67399617063dde69fcfa,0,0,0,0,0,
20200323,SD,28,762,265,,,,,,,,A,3/23/2020 10:00,2020-03-23T10:00:00Z,03/23 06:00,1,,2020-03-23T10:00:00Z,,,,,46,7,22,1055,790,29,790,0,0,f0e72493b3c3bfbdaf360736079a3e1d5bd4636d,0,0,0,0,0,
20200322,SD,21,740,277,,,,,,,,,3/22/2020 12:30,2020-03-22T12:30:00Z,03/22 08:30,1,,2020-03-22T12:30:00Z,,,,,46,7,49,1038,761,56,761,0,0,e19432ca3372d5dca3a2e7521146094ab1d404f1,0,0,0,0,0,
20200321,SD,14,691,268,,,,,,,,,3/21/2020 13:00,2020-03-21T13:00:00Z,03/21 09:00,1,,2020-03-21T13:00:00Z,,,,,46,0,28,973,705,28,705,0,0,f83d5aedd7f5779df29333a9f5857b74d9fecd85,0,0,0,0,0,
20200320,SD,14,663,270,,,,,,,,,3/20/2020 00:00,2020-03-20T00:00:00Z,03/19 20:00,1,,2020-03-20T00:00:00Z,,,,,46,3,112,947,677,115,677,0,0,d35bf4291e6a2b3669eb00fe4abbd54e0bfa7af9,0,0,0,0,0,
20200319,SD,11,551,385,,,,,,,,,3/19/2020 00:00,2020-03-19T00:00:00Z,03/18 20:00,1,,2020-03-19T00:00:00Z,,,,,46,0,0,947,562,0,562,0,0,259b7014849b29f178e926bbf383389be315e301,0,0,0,0,0,
